# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 13K of event 'cycles:u'
# Event count (approx.): 5571447865
#
# Overhead  Command          Shared Object       Symbol                                    
# ........  ...............  ..................  ..........................................
#
     0.01%  java             libjvm.so           [.] 0x000000000075f700
     0.01%  GC Thread#3      libjvm.so           [.] 0x00000000007852e5
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000782f37
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000793083
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842bab8
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000782d5e
     0.01%  GC Thread#2      libjvm.so           [.] 0x00000000007954dd
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842b8c3
     0.01%  GC Thread#2      libjvm.so           [.] 0x00000000007853fd
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000786ed2
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000782f28
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000785446
     0.01%  G1 Refine#0      [unknown]           [.] 0000000000000000
     0.01%  GC Thread#1      libjvm.so           [.] 0x00000000007852a4
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842bf2d
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842b9ba
     0.01%  GC Thread#3      libjvm.so           [.] 0x00000000007851d0
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842bb9e
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000786eda
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842bf7b
     0.01%  G1 Conc#0        libjvm.so           [.] 0x0000000000793ca0
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842b9b4
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842bf6b
     0.01%  java             libjvm.so           [.] 0x00000000005a893b
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842c19e
     0.01%  GC Thread#0      libjvm.so           [.] 0x000000000073674c
     0.01%  VM Thread        libc-2.30.so        [.] _IO_default_xsputn
     0.01%  GC Thread#0      libjvm.so           [.] 0x00000000007954c9
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004bd2a8
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000786ee4
     0.01%  java             libjvm.so           [.] 0x0000000000d14b00
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000786f33
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000515c1e
     0.01%  java             libjvm.so           [.] 0x00000000002c3d78
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842bad3
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000782e9d
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c5f667
     0.01%  GC Thread#1      libjvm.so           [.] 0x00000000007856a3
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842bd0d
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842b8a3
     0.01%  GC Thread#0      libjvm.so           [.] 0x00000000007851de
     0.01%  GC Thread#3      libjvm.so           [.] 0x00000000007954f1
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000782de2
     0.01%  C1 CompilerThre  libc-2.30.so        [.] __strchrnul_avx2
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842bb91
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842b515
     0.01%  G1 Refine#0      libjvm.so           [.] 0x0000000000b79ba7
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000782ed7
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842bb67
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000043d0af
     0.01%  java             libjvm.so           [.] 0x0000000000c6a57d
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000782e9d
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000795a06
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000786f06
     0.01%  G1 Conc#0        libjvm.so           [.] 0x00000000007503e7
     0.01%  GC Thread#3      libjvm.so           [.] 0x00000000007852c9
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6096553e
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000786f40
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000357370
     0.01%  G1 Conc#0        libjvm.so           [.] 0x0000000000753282
     0.01%  G1 Refine#0      libjvm.so           [.] 0x0000000000793446
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000786ecb
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842bbd0
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000785455
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c5f672
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000793083
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000782deb
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60f1d1ef
     0.01%  C1 CompilerThre  libc-2.30.so        [.] __memset_avx2_unaligned_erms
     0.01%  G1 Refine#0      libjvm.so           [.] 0x0000000000790085
     0.01%  G1 Refine#1      libjvm.so           [.] 0x000000000080eccc
     0.01%  java             ld-2.30.so          [.] do_lookup_x
     0.01%  G1 Refine#0      libjvm.so           [.] 0x000000000080ec96
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000785430
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842bd23
     0.01%  GC Thread#1      libjvm.so           [.] 0x00000000007856d6
     0.01%  G1 Refine#1      libjvm.so           [.] 0x000000000080eca9
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000782eca
     0.01%  GC Thread#2      [unknown]           [.] 0000000000000000
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000782cb0
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004e9534
     0.01%  java             libjvm.so           [.] 0x0000000000810eb0
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60965516
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000790623
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842b683
     0.01%  G1 Refine#0      libjvm.so           [.] 0x000000000080ed49
     0.01%  GC Thread#0      libjvm.so           [.] 0x00000000007852d6
     0.01%  GC Thread#0      libjvm.so           [.] 0x000000000078549f
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004e95a5
     0.01%  G1 Refine#1      libjvm.so           [.] 0x000000000079309f
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000795537
     0.01%  VM Thread        libjvm.so           [.] 0x0000000000748de0
     0.01%  G1 Conc#0        libjvm.so           [.] 0x0000000000a0d687
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000785416
     0.01%  GC Thread#1      libjvm.so           [.] 0x00000000007954c2
     0.01%  java             libjvm.so           [.] 0x00000000005a024c
     0.01%  G1 Conc#0        libjvm.so           [.] 0x0000000000747191
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842be6b
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000786ed6
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842b5db
     0.01%  GC Thread#2      libjvm.so           [.] 0x00000000006f75a0
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000b66817
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842b657
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000d5e1ff
     0.01%  G1 Conc#0        libjvm.so           [.] 0x00000000007532a1
     0.01%  java             libc-2.30.so        [.] __mprotect
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842bf8d
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842bbff
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842b529
     0.01%  GC Thread#0      libjvm.so           [.] 0x00000000007870c0
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842c252
     0.01%  GC Thread#1      libc-2.30.so        [.] __memmove_avx_unaligned_erms
     0.01%  java             libjvm.so           [.] 0x00000000008499b9
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842c3d5
     0.01%  G1 Conc#0        libjvm.so           [.] 0x000000000074714a
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842c23f
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842c3a6
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842bcf7
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842c1f9
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60975e82
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000050ff83
     0.01%  java             ld-2.30.so          [.] strcmp
     0.01%  java             libjvm.so           [.] 0x0000000000d168e5
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000579db6
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842ba5a
     0.01%  java             libjvm.so           [.] 0x0000000000c7d818
     0.01%  G1 Conc#0        libjvm.so           [.] 0x0000000000753329
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000510dc6
     0.01%  java             libjvm.so           [.] 0x00000000007a3d73
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000049da20
     0.01%  java             libjvm.so           [.] 0x0000000000d14b8e
     0.01%  java             libjimage.so        [.] 0x0000000000002df5
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004e4a70
     0.01%  G1 Conc#0        libjvm.so           [.] 0x00000000007470e7
     0.01%  java             libjvm.so           [.] 0x000000000046ce52
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000052c9cf
     0.01%  G1 Conc#0        libjvm.so           [.] 0x00000000007470c7
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000dc1f00
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842baf6
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000d67ba0
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60957800
     0.01%  java             ld-2.30.so          [.] check_match
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000066353f
     0.01%  GC Thread#0      libc-2.30.so        [.] __memset_avx2_unaligned_erms
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000785700
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000782d73
     0.01%  VM Thread        libjvm.so           [.] jio_vsnprintf
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000050da64
     0.01%  GC Thread#2      libjvm.so           [.] 0x000000000074a4f3
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000743549
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000b8c677
     0.01%  java             libjvm.so           [.] 0x0000000000d8defb
     0.01%  VM Thread        libc-2.30.so        [.] __vfprintf_internal
     0.01%  GC Thread#2      libjvm.so           [.] 0x00000000006f77a6
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000c63c83
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000782f2e
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000dc1f1c
     0.01%  java             libjvm.so           [.] 0x0000000000bc9e00
     0.01%  G1 Refine#0      libjvm.so           [.] 0x0000000000792b7f
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x000000000058ea50
     0.01%  java             libjvm.so           [.] 0x0000000000d147ee
     0.01%  C1 CompilerThre  libc-2.30.so        [.] _IO_unsave_markers
     0.01%  G1 Refine#0      libjvm.so           [.] 0x0000000000793442
     0.01%  java             libc-2.30.so        [.] __strcmp_avx2
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000568df9
     0.01%  VM Thread        libjvm.so           [.] 0x0000000000810962
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004be6b0
     0.01%  C1 CompilerThre  [unknown]           [k] 0xffffffff9ea0015f
     0.01%  GC Thread#3      libjvm.so           [.] 0x00000000007851d1
     0.01%  java             libjvm.so           [.] 0x00000000007eb752
     0.01%  VM Thread        libjvm.so           [.] 0x00000000005ea0dc
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842b6da
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004e91b8
     0.01%  java             libjvm.so           [.] 0x00000000005a88c2
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000ba7580
     0.01%  java             libjvm.so           [.] 0x0000000000d131da
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000005141ce
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000473261
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000735c4a
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x000000000060416d
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000005c6300
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000555cf5
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c12ef8
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60970a4a
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000abaf20
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000061dee0
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000b8c07f
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842b76a
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x000000000055d937
     0.01%  java             libjvm.so           [.] 0x0000000000c89d48
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000822679
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000822e5b
     0.01%  G1 Conc#0        libjvm.so           [.] 0x000000000079537a
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842baa4
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x000000000055d720
     0.01%  java             libjvm.so           [.] 0x000000000078b0f0
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000786f58
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000511b64
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000823016
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000b8f6e9
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842c21f
     0.01%  java             libjvm.so           [.] 0x0000000000c4a367
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c5daaa
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c5b286
     0.01%  GC Thread#3      libjvm.so           [.] 0x000000000078705e
     0.01%  GC Thread#3      libjvm.so           [.] 0x000000000078549f
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x000000000055cf45
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c5b145
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c1ac78
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c1b43c
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60f1cbfa
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c5b538
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000695f8f
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000817628
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000b0f331
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000b8c85b
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000b8c55a
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000694999
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000005556b2
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c5c5a1
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60f1f846
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000b14e77
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000a9868d
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c5faf4
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c5fb18
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000008226bc
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000006052a8
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000822e74
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000a60799
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000357375
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000b0f248
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000785d50
     0.01%  GC Thread#1      libjvm.so           [.] 0x000000000080ff64
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000822c98
     0.01%  GC Thread#2      libjvm.so           [.] 0x000000000066365d
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c1b44c
