# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 15K of event 'cycles:u'
# Event count (approx.): 6897413689
#
# Overhead  Command          Shared Object       Symbol                                                             
# ........  ...............  ..................  ...................................................................
#
     0.06%  GC Thread#0      libjvm.so           [.] 0x0000000000782cc2
     0.06%  GC Thread#0      libjvm.so           [.] 0x000000000078520c
     0.06%  G1 Conc#0        libjvm.so           [.] 0x000000000074dfe0
     0.06%  GC Thread#2      [vdso]              [.] __vdso_clock_gettime
     0.06%  GC Thread#1      libjvm.so           [.] 0x0000000000786ec8
     0.06%  GC Thread#2      libjvm.so           [.] 0x0000000000795a5a
     0.06%  G1 Conc#0        libjvm.so           [.] 0x0000000000758349
     0.05%  G1 Conc#0        libjvm.so           [.] 0x0000000000747fa5
     0.05%  GC Thread#2      libjvm.so           [.] 0x0000000000782ec3
     0.05%  G1 Conc#0        libjvm.so           [.] 0x00000000007487e0
     0.05%  GC Thread#2      libjvm.so           [.] 0x0000000000790681
     0.05%  GC Thread#2      libjvm.so           [.] 0x0000000000782d49
     0.05%  GC Thread#3      libjvm.so           [.] 0x00000000007854a3
     0.05%  G1 Refine#2      libjvm.so           [.] 0x0000000000793822
     0.05%  GC Thread#0      libjvm.so           [.] 0x0000000000782dca
     0.05%  G1 Conc#0        libjvm.so           [.] 0x000000000074711e
     0.05%  GC Thread#0      libjvm.so           [.] 0x0000000000a0d687
     0.05%  GC Thread#1      libjvm.so           [.] 0x0000000000782d30
     0.05%  G1 Conc#0        libjvm.so           [.] 0x0000000000747142
     0.05%  GC Thread#2      libjvm.so           [.] 0x00000000007852d6
     0.05%  G1 Refine#1      libjvm.so           [.] 0x0000000000793444
     0.05%  G1 Refine#0      libjvm.so           [.] 0x000000000080eca4
     0.05%  G1 Refine#2      libjvm.so           [.] 0x000000000080eccc
     0.05%  GC Thread#2      libjvm.so           [.] 0x0000000000785470
     0.05%  GC Thread#1      libjvm.so           [.] 0x00000000007852d6
     0.05%  GC Thread#0      libjvm.so           [.] 0x0000000000785443
     0.05%  GC Thread#2      libjvm.so           [.] 0x0000000000782d5e
     0.05%  GC Thread#1      libjvm.so           [.] 0x0000000000785487
     0.05%  GC Thread#2      libjvm.so           [.] 0x0000000000782d64
     0.05%  GC Thread#0      libjvm.so           [.] 0x0000000000786f09
     0.05%  GC Thread#0      libjvm.so           [.] 0x0000000000785212
     0.05%  GC Thread#2      libjvm.so           [.] 0x0000000000782ead
     0.05%  java             libjvm.so           [.] 0x0000000000d147ae
     0.05%  G1 Refine#0      libjvm.so           [.] 0x000000000079342e
     0.05%  GC Thread#1      libjvm.so           [.] 0x000000000078553c
     0.05%  GC Thread#3      libjvm.so           [.] 0x0000000000785427
     0.05%  GC Thread#0      libjvm.so           [.] 0x0000000000790625
     0.05%  G1 Refine#1      libjvm.so           [.] 0x00000000007933f6
     0.05%  GC Thread#1      libjvm.so           [.] 0x0000000000786f09
     0.05%  G1 Conc#0        libjvm.so           [.] 0x000000000079304b
     0.05%  java             [JIT] tid 917       [.] 0x00007f15a4425226
     0.05%  GC Thread#0      libjvm.so           [.] 0x0000000000782de5
     0.05%  GC Thread#0      libjvm.so           [.] 0x0000000000785427
     0.05%  GC Thread#0      libjvm.so           [.] 0x000000000078528d
     0.05%  G1 Conc#0        libjvm.so           [.] 0x000000000080ec96
     0.05%  G1 Conc#0        libjvm.so           [.] 0x000000000074df75
     0.05%  G1 Conc#0        libjvm.so           [.] 0x0000000000793049
     0.05%  G1 Conc#0        libjvm.so           [.] 0x0000000000747070
     0.05%  GC Thread#1      libjvm.so           [.] 0x0000000000787058
     0.05%  GC Thread#1      libjvm.so           [.] 0x00000000007852a4
     0.05%  GC Thread#1      libjvm.so           [.] 0x0000000000782d64
     0.05%  java             [JIT] tid 917       [.] 0x00007f15a4424713
     0.05%  G1 Conc#0        libjvm.so           [.] 0x0000000000747340
     0.05%  GC Thread#3      libjvm.so           [.] 0x0000000000782f28
     0.05%  GC Thread#0      libjvm.so           [.] 0x0000000000785412
     0.05%  G1 Refine#0      libjvm.so           [.] 0x000000000080ec9a
     0.05%  GC Thread#0      libjvm.so           [.] 0x0000000000785469
     0.05%  GC Thread#1      libjvm.so           [.] 0x00000000007854a3
     0.05%  GC Thread#0      libjvm.so           [.] 0x000000000078558a
     0.05%  GC Thread#2      libjvm.so           [.] 0x0000000000795a1d
     0.05%  GC Thread#0      libjvm.so           [.] 0x0000000000782eba
     0.05%  G1 Conc#0        libjvm.so           [.] 0x00000000007503b0
     0.05%  G1 Conc#0        libjvm.so           [.] 0x0000000000793c96
     0.05%  java             [JIT] tid 917       [.] 0x00007f15a44247ac
     0.05%  G1 Refine#3      libjvm.so           [.] 0x0000000000793415
     0.05%  G1 Conc#0        libjvm.so           [.] 0x000000000074df6e
     0.05%  G1 Conc#0        libjvm.so           [.] 0x0000000000747077
     0.05%  G1 Refine#1      libjvm.so           [.] 0x000000000080edb7
     0.05%  G1 Conc#0        libjvm.so           [.] 0x000000000074df7e
     0.05%  G1 Refine#3      libjvm.so           [.] 0x0000000000793822
     0.05%  java             libjvm.so           [.] 0x0000000000c6a4f7
     0.05%  GC Thread#2      libjvm.so           [.] 0x0000000000782dc0
     0.05%  GC Thread#0      libjvm.so           [.] 0x0000000000782ed9
     0.05%  G1 Refine#3      libjvm.so           [.] 0x00000000007933f6
     0.05%  GC Thread#1      libjvm.so           [.] 0x00000000007954a0
     0.05%  G1 Refine#0      libjvm.so           [.] 0x000000000080edb0
     0.05%  G1 Refine#3      libjvm.so           [.] 0x000000000079381a
     0.05%  java             [JIT] tid 917       [.] 0x00007f159ca45824
     0.05%  GC Thread#1      libjvm.so           [.] 0x0000000000782d49
     0.05%  G1 Refine#0      libjvm.so           [.] 0x000000000080ec91
     0.05%  G1 Refine#1      libjvm.so           [.] 0x00000000007900cd
     0.05%  G1 Refine#0      libjvm.so           [.] 0x000000000080eda5
     0.05%  G1 Refine#1      libjvm.so           [.] 0x000000000080ecb1
     0.05%  G1 Refine#2      libjvm.so           [.] 0x0000000000793442
     0.05%  G1 Conc#0        libjvm.so           [.] 0x00000000007531fd
     0.05%  G1 Conc#0        libjvm.so           [.] 0x00000000007559d1
     0.04%  GC Thread#0      libjvm.so           [.] 0x00000000007954c9
     0.04%  GC Thread#2      libjvm.so           [.] 0x0000000000795b82
     0.04%  G1 Refine#2      libjvm.so           [.] 0x000000000080ecc1
     0.04%  GC Thread#0      libjvm.so           [.] 0x00000000007954b9
     0.04%  GC Thread#1      libjvm.so           [.] 0x0000000000785212
     0.04%  GC Thread#2      libjvm.so           [.] 0x0000000000782ed9
     0.04%  GC Thread#0      libjvm.so           [.] 0x0000000000795a5a
     0.04%  GC Thread#2      libjvm.so           [.] 0x0000000000786f09
     0.04%  GC Thread#1      libjvm.so           [.] 0x000000000078523a
     0.04%  GC Thread#1      libjvm.so           [.] 0x0000000000795a06
     0.04%  GC Thread#1      libjvm.so           [.] 0x0000000000785247
     0.04%  GC Thread#1      libjvm.so           [.] 0x00000000007852a0
     0.04%  G1 Conc#0        libjvm.so           [.] 0x000000000079520c
     0.04%  GC Thread#2      libjvm.so           [.] 0x00000000007954d9
     0.04%  G1 Conc#0        libjvm.so           [.] 0x0000000000735e4f
     0.04%  G1 Conc#0        libjvm.so           [.] 0x000000000080ecd2
     0.04%  java             libjvm.so           [.] 0x0000000000a4413f
     0.04%  G1 Conc#0        libjvm.so           [.] 0x00000000007953a2
     0.04%  G1 Refine#0      libjvm.so           [.] 0x0000000000793421
     0.04%  G1 Conc#0        libjvm.so           [.] 0x00000000007950c5
     0.04%  GC Thread#0      libjvm.so           [.] 0x0000000000782f40
     0.04%  GC Thread#1      libjvm.so           [.] 0x0000000000785469
     0.04%  G1 Conc#0        libjvm.so           [.] 0x000000000080ec9f
     0.04%  G1 Conc#0        libjvm.so           [.] 0x0000000000793083
     0.04%  java             libc-2.30.so        [.] __vfprintf_internal
     0.04%  GC Thread#1      libjvm.so           [.] 0x0000000000795a2a
     0.04%  G1 Conc#0        libjvm.so           [.] 0x0000000000793caa
     0.04%  G1 Conc#0        libjvm.so           [.] 0x00000000007931ee
     0.04%  GC Thread#1      libjvm.so           [.] 0x00000000007853fa
     0.04%  GC Thread#0      libjvm.so           [.] 0x0000000000795a35
     0.04%  GC Thread#0      libjvm.so           [.] 0x0000000000790618
     0.04%  G1 Conc#0        libjvm.so           [.] 0x000000000074714a
     0.04%  GC Thread#3      libjvm.so           [.] 0x000000000078705f
     0.04%  java             libjvm.so           [.] 0x0000000000a44135
     0.04%  java             libjvm.so           [.] 0x0000000000d147b7
     0.04%  G1 Conc#0        libjvm.so           [.] 0x00000000007470a9
     0.04%  G1 Conc#0        libjvm.so           [.] 0x00000000007470a3
     0.04%  G1 Conc#0        libjvm.so           [.] 0x00000000007931da
     0.04%  GC Thread#1      libjvm.so           [.] 0x00000000007954cf
     0.04%  G1 Conc#0        libjvm.so           [.] 0x00000000007503e9
     0.04%  GC Thread#0      libjvm.so           [.] 0x0000000000795b82
     0.04%  G1 Refine#2      libjvm.so           [.] 0x0000000000793400
     0.04%  GC Thread#0      libjvm.so           [.] 0x0000000000785470
     0.04%  G1 Conc#0        libjvm.so           [.] 0x000000000075832f
     0.04%  GC Thread#2      libjvm.so           [.] 0x0000000000782d55
     0.04%  GC Thread#1      libjvm.so           [.] 0x000000000079061c
     0.04%  G1 Refine#1      libjvm.so           [.] 0x00000000007901d0
     0.04%  GC Thread#2      libjvm.so           [.] 0x00000000007851d0
     0.04%  GC Thread#1      libjvm.so           [.] 0x00000000007851d0
     0.04%  GC Thread#0      libjvm.so           [.] 0x0000000000790631
     0.04%  GC Thread#2      libjvm.so           [.] 0x000000000078524e
     0.04%  GC Thread#0      libjvm.so           [.] 0x0000000000785455
     0.04%  GC Thread#0      libjvm.so           [.] 0x0000000000795a10
     0.04%  G1 Conc#0        libjvm.so           [.] 0x0000000000747056
     0.04%  GC Thread#3      libjvm.so           [.] 0x000000000078551c
     0.04%  GC Thread#1      libjvm.so           [.] 0x0000000000786ec1
     0.04%  GC Thread#2      libjvm.so           [.] 0x00000000007853b2
     0.04%  GC Thread#1      libjvm.so           [.] 0x0000000000785304
     0.04%  GC Thread#3      libjvm.so           [.] 0x0000000000782cb0
     0.04%  GC Thread#1      libjvm.so           [.] 0x00000000007852f0
     0.04%  GC Thread#2      libjvm.so           [.] 0x0000000000795a00
     0.04%  java             libjvm.so           [.] 0x0000000000d14b47
     0.04%  GC Thread#3      libjvm.so           [.] 0x000000000078524a
     0.04%  GC Thread#2      libjvm.so           [.] 0x0000000000782d30
     0.04%  GC Thread#1      libjvm.so           [.] 0x000000000078528d
     0.04%  GC Thread#1      libjvm.so           [.] 0x0000000000782e9d
     0.04%  GC Thread#3      libjvm.so           [.] 0x0000000000782dc0
     0.04%  GC Thread#2      libjvm.so           [.] 0x0000000000790618
     0.04%  GC Thread#0      libjvm.so           [.] 0x000000000078553c
     0.04%  GC Thread#1      libjvm.so           [.] 0x0000000000782dc3
     0.04%  GC Thread#2      libjvm.so           [.] 0x000000000078553c
     0.04%  GC Thread#3      libjvm.so           [.] 0x0000000000782f34
     0.04%  GC Thread#1      libjvm.so           [.] 0x0000000000790618
     0.04%  GC Thread#2      libjvm.so           [.] 0x0000000000790627
     0.04%  GC Thread#0      libjvm.so           [.] 0x000000000078570d
     0.04%  GC Thread#0      libjvm.so           [.] 0x0000000000786ec1
     0.04%  GC Thread#3      libjvm.so           [.] 0x0000000000790614
     0.04%  GC Thread#0      libjvm.so           [.] 0x00000000007954cf
     0.04%  GC Thread#1      libjvm.so           [.] 0x0000000000790614
     0.04%  GC Thread#1      libjvm.so           [.] 0x0000000000782f37
     0.04%  GC Thread#0      libjvm.so           [.] 0x0000000000790683
     0.04%  GC Thread#1      libjvm.so           [.] 0x0000000000785412
     0.04%  GC Thread#1      libjvm.so           [.] 0x000000000078705f
     0.04%  GC Thread#2      libjvm.so           [.] 0x00000000007954aa
     0.04%  GC Thread#1      libjvm.so           [.] 0x0000000000782f40
     0.04%  GC Thread#3      libjvm.so           [.] 0x0000000000785498
     0.04%  GC Thread#2      libjvm.so           [.] 0x000000000078547d
     0.04%  java             libjvm.so           [.] 0x0000000000b7a5fb
     0.04%  GC Thread#2      libjvm.so           [.] 0x0000000000782f28
     0.04%  GC Thread#1      libjvm.so           [.] 0x0000000000782ec3
     0.04%  GC Thread#0      libjvm.so           [.] 0x00000000007853b2
     0.04%  GC Thread#1      libjvm.so           [.] 0x0000000000782de5
     0.04%  GC Thread#0      libjvm.so           [.] 0x000000000078543d
     0.04%  GC Thread#3      libjvm.so           [.] 0x0000000000782f37
     0.04%  GC Thread#0      libjvm.so           [.] 0x0000000000782d49
     0.04%  GC Thread#2      libjvm.so           [.] 0x00000000007851f7
     0.04%  G1 Conc#0        libjvm.so           [.] 0x0000000000793075
     0.04%  GC Thread#0      libjvm.so           [.] 0x0000000000786ed2
     0.04%  G1 Conc#0        libjvm.so           [.] 0x0000000000793067
     0.04%  GC Thread#2      libjvm.so           [.] 0x0000000000786ef5
     0.04%  G1 Refine#1      libjvm.so           [.] 0x0000000000793421
     0.04%  G1 Conc#0        libjvm.so           [.] 0x0000000000735e15
     0.04%  G1 Conc#0        libjvm.so           [.] 0x000000000080ecde
     0.04%  G1 Conc#0        libjvm.so           [.] 0x000000000079319c
     0.04%  java             libjvm.so           [.] 0x0000000000d14b69
     0.04%  GC Thread#0      libjvm.so           [.] 0x00000000007852bc
     0.04%  GC Thread#3      libjvm.so           [.] 0x0000000000782dd0
     0.04%  G1 Conc#0        libjvm.so           [.] 0x000000000079309f
     0.03%  GC Thread#1      libjvm.so           [.] 0x00000000007856d6
     0.03%  GC Thread#1      libjvm.so           [.] 0x0000000000785709
     0.03%  GC Thread#2      libjvm.so           [.] 0x0000000000782cc2
     0.03%  G1 Conc#0        libjvm.so           [.] 0x000000000074705d
     0.03%  GC Thread#2      libjvm.so           [.] 0x0000000000795b7a
     0.03%  GC Thread#0      libjvm.so           [.] 0x00000000007954aa
     0.03%  GC Thread#0      libjvm.so           [.] 0x0000000000785276
     0.03%  G1 Conc#0        libjvm.so           [.] 0x0000000000795175
     0.03%  GC Thread#0      libjvm.so           [.] 0x0000000000786eda
     0.03%  G1 Conc#0        libjvm.so           [.] 0x000000000080eca8
     0.03%  G1 Conc#0        libjvm.so           [.] 0x000000000079505e
     0.03%  G1 Conc#0        libjvm.so           [.] 0x000000000074701d
     0.03%  G1 Conc#0        libjvm.so           [.] 0x000000000074707e
     0.03%  G1 Conc#0        libjvm.so           [.] 0x00000000007487dd
     0.03%  GC Thread#2      libjvm.so           [.] 0x000000000078558a
     0.03%  GC Thread#0      libjvm.so           [.] 0x000000000078551c
     0.03%  GC Thread#0      libjvm.so           [.] 0x0000000000790614
     0.03%  java             libjvm.so           [.] 0x000000000080ecb1
     0.03%  GC Thread#2      libjvm.so           [.] 0x0000000000785487
     0.03%  G1 Conc#0        libjvm.so           [.] 0x0000000000747303
     0.03%  GC Thread#1      libjvm.so           [.] 0x0000000000786eda
     0.03%  GC Thread#3      libjvm.so           [.] 0x0000000000782eba
     0.03%  GC Thread#3      libjvm.so           [.] 0x0000000000795b82
     0.03%  G1 Conc#0        libjvm.so           [.] 0x0000000000747017
     0.03%  GC Thread#1      libjvm.so           [.] 0x0000000000785229
     0.03%  G1 Conc#0        libjvm.so           [.] 0x0000000000747028
     0.03%  G1 Refine#3      libjvm.so           [.] 0x0000000000793427
     0.03%  GC Thread#0      libjvm.so           [.] 0x0000000000785304
     0.03%  G1 Conc#0        libjvm.so           [.] 0x00000000007487c0
     0.03%  java             ld-2.30.so          [.] do_lookup_x
     0.03%  GC Thread#1      libjvm.so           [.] 0x0000000000790611
     0.03%  GC Thread#0      libjvm.so           [.] 0x0000000000782f28
     0.03%  GC Thread#2      libjvm.so           [.] 0x0000000000782cb6
     0.03%  GC Thread#3      libjvm.so           [.] 0x00000000007854ab
     0.03%  GC Thread#1      libjvm.so           [.] 0x000000000078520c
     0.03%  G1 Refine#0      libjvm.so           [.] 0x00000000007900cd
     0.03%  GC Thread#0      libjvm.so           [.] 0x0000000000782cb0
     0.03%  java             [JIT] tid 917       [.] 0x00007f159c97448f
     0.03%  G1 Refine#3      libjvm.so           [.] 0x000000000080ecc1
     0.03%  GC Thread#2      libjvm.so           [.] 0x0000000000782de5
     0.03%  GC Thread#2      libjvm.so           [.] 0x0000000000782df3
     0.03%  GC Thread#3      libjvm.so           [.] 0x0000000000790681
     0.03%  GC Thread#1      libjvm.so           [.] 0x0000000000782f28
     0.03%  GC Thread#2      libjvm.so           [.] 0x000000000079061c
     0.03%  GC Thread#3      libjvm.so           [.] 0x00000000007954cf
     0.03%  GC Thread#0      libjvm.so           [.] 0x0000000000782ec6
